"","site.type","TPI.gen","TRI.gen","month","day","n","temp.soil.mean.daily","temp.soil.min.daily","temp.soil.med.daily","temp.soil.max.daily","temp.soil.se.daily","temp.ground.mean.daily","temp.ground.min.daily","temp.ground.med.daily","temp.ground.max.daily","temp.ground.se.daily","temp.air.mean.daily","temp.air.min.daily","temp.air.med.daily","temp.air.max.daily","temp.air.se.daily","moisture.soil.mean.daily","moisture.soil.min.daily","moisture.soil.med.daily","moisture.soil.max.daily","moisture.soil.se.daily","date"
"301","convex.rugged","convex","rugged",8,28,288,13.3982638888889,11.25,12.88,17.69,0.108681793057462,12.3537847222222,6.88,10.38,28.25,0.272849242157913,11.4006597222222,6.38,9.72,25.62,0.241967662055098,28.1965277777778,13.5,27.2,40.1,0.15118324956462,2025-08-28
"302","convex.rugged","convex","rugged",8,29,288,13.1150694444444,9,12.56,19.5,0.172844784067231,13.0152430555556,3.75,9.03,32.94,0.478431767186301,12.1842361111111,2.75,8.5,30,0.453582227823911,24.93125,19.3,25.2,28.2,0.12218167920064,2025-08-29
"303","convex.rugged","convex","rugged",8,30,288,12.5850694444444,7.62,11.62,20.5,0.217182263059775,12.8816319444444,2.12,7.81,34.88,0.614505068767986,12.1331944444444,1,7.62,31.5,0.579612814368211,21.9458333333333,16.2,23.15,26,0.178772559010624,2025-08-30
"304","convex.rugged","convex","rugged",8,31,288,13.18,7.38,12.12,22.5,0.260773032589156,13.7448958333333,0.38,8.035,40.38,0.741899725522454,12.8263888888889,-0.88,7.91,35.69,0.69102031219747,19.6326388888889,14.3,21,24.2,0.207841847508719,2025-08-31
"305","convex.rugged","convex","rugged",9,1,288,14.3165277777778,8.75,13.59,22.12,0.239329403324793,15.0656597222222,1.62,9.72,42.38,0.705967224563244,14.4973958333333,0.5,9.815,38.25,0.67891701398733,17.9822916666667,12.5,19.4,22.8,0.217090058254861,2025-09-01
"306","convex.rugged","convex","rugged",9,2,288,15.5022222222222,10,14.75,24.25,0.240318579131184,16.8758680555556,2.88,11.88,42.5,0.723105324476204,16.0771527777778,1.62,12.25,37.94,0.676894717007935,16.6604166666667,10.8,18,21.7,0.227190395011672,2025-09-02
"307","convex.rugged","convex","rugged",9,3,288,15.7414236111111,10.25,14.815,25.25,0.253655078048548,16.5065277777778,2.5,10.72,42.5,0.758662303150655,15.5527777777778,1.12,10.625,37.5,0.704405164596349,15.2916666666667,9.2,16.65,20.5,0.237869158053493,2025-09-03
"308","convex.rugged","convex","rugged",9,4,288,16.0295486111111,11,15.155,24.88,0.238947917454007,15.9000347222222,3,11.155,41.62,0.679920337578332,15.0327083333333,1.75,11.56,37.88,0.622436407974558,13.9069444444444,7.6,15.4,19.5,0.244427492439156,2025-09-04
"309","convex.rugged","convex","rugged",9,5,288,14.9104513888889,10.19,14.125,23.25,0.215206052429789,14.3694791666667,2.38,9.75,38,0.632159203973988,13.4107291666667,1.31,10,33.56,0.578887040373948,12.6545138888889,6.1,14.3,17.8,0.247315585219993,2025-09-05
"310","convex.rugged","convex","rugged",9,6,288,14.6244444444444,9.94,14.06,22.62,0.208739908472646,13.2867013888889,0.81,8.815,36.69,0.603231574072501,12.4545833333333,-0.19,8.78,31.62,0.562792328972878,11.4232638888889,4.9,13.25,16.7,0.24153231607185,2025-09-06
"311","convex.rugged","convex","rugged",9,7,288,14.1407638888889,10.38,13.88,19.94,0.136449557725306,12.9248611111111,3,12.03,33.88,0.406401995813833,12.2750347222222,1.88,11.685,28.62,0.369511283787077,12.0732638888889,3.6,12.7,43.4,0.418135392423229,2025-09-07
"312","convex.rugged","convex","rugged",9,8,288,12.5449305555556,8.75,11.69,20.12,0.171988228149455,13.3522222222222,4.19,9.315,32.62,0.488588419086861,12.7850347222222,4.19,9.09,30.75,0.456012946940598,27.8482638888889,23,27.4,31.1,0.105259892349291,2025-09-08
"313","convex.rugged","convex","rugged",9,9,288,12.8775347222222,9.31,12.25,19.38,0.164374155861662,12.9045486111111,4.12,9.38,29.88,0.412515722276301,12.7480555555556,3.31,9.815,28.38,0.406355724369575,24.2076388888889,19.7,24.7,28.2,0.14095620144725,2025-09-09
"314","convex.rugged","convex","rugged",9,10,288,12.2328125,8.62,11.22,18.62,0.17414898096202,13.0510069444444,4.62,8.625,31.62,0.508539994452767,12.7965625,3.81,8.56,31,0.506333972173717,22.0263888888889,16.1,22.9,25.8,0.169662371837978,2025-09-10
"315","convex.rugged","convex","rugged",9,11,288,12.5092361111111,8.31,11.88,18.75,0.179446828465503,12.9655902777778,2.88,10.69,34.06,0.490910121146229,12.8472222222222,2.44,11.185,30.19,0.479761878183593,19.440625,13.6,20.8,24.1,0.212243066400632,2025-09-11
"316","convex.rugged","convex","rugged",9,12,288,13.1018402777778,9.88,12.38,17.94,0.132511774793501,13.9111805555556,7.88,11.12,27.31,0.330890573899744,13.7010416666667,7.12,11.78,26.12,0.298525977085935,17.559375,11.9,18.9,22.3,0.219626402052801,2025-09-12
